Country Code,Economy,Income Group,Year,Latitude (generated),Longitude (generated)
NOR,Norway,High income (H),Fiscal Year 2005,61.3701,9.3031
NLD,Netherlands,High income (H),Fiscal Year 2005,52.1704,5.0102
NCL,New Caledonia,High income (H),Fiscal Year 2005,-21.02,165.062
MLT,Malta,High income (H),Fiscal Year 2005,35.9024,14.4137
MCO,Monaco,High income (H),Fiscal Year 2005,43.7384,7.4243
MAC,"Macao SAR, China",High income (H),Fiscal Year 2005,22.1404,113.5643
LUX,Luxembourg,High income (H),Fiscal Year 2005,49.671,6.113
LIE,Liechtenstein,High income (H),Fiscal Year 2005,47.1593,9.547
KWT,Kuwait,High income (H),Fiscal Year 2005,29.3169,47.4272
KOR,"Korea, Rep.",High income (H),Fiscal Year 2005,36.338,128.16
JPN,Japan,High income (H),Fiscal Year 2005,35.962,137.855
ITA,Italy,High income (H),Fiscal Year 2005,44.3713,11.1084
ISR,Israel,High income (H),Fiscal Year 2005,30.992,34.834
ISL,Iceland,High income (H),Fiscal Year 2005,64.826,-18.417
IRL,Ireland,High income (H),Fiscal Year 2005,53.214,-7.588
IMN,Isle of Man,High income (H),Fiscal Year 2005,54.2362,-4.5149
HKG,"Hong Kong SAR, China",High income (H),Fiscal Year 2005,22.4114,114.0599
GUM,Guam,High income (H),Fiscal Year 2005,13.45,144.7579
GRL,Greenland,High income (H),Fiscal Year 2005,71,-39
GRC,Greece,High income (H),Fiscal Year 2005,39.787,21.617
GBR,United Kingdom,High income (H),Fiscal Year 2005,52.289,-1.259
FRO,Faeroe Islands,High income (H),Fiscal Year 2005,62.1252,-7.0174
FRA,France,High income (H),Fiscal Year 2005,46.656,2.543
FIN,Finland,High income (H),Fiscal Year 2005,62.716,26.192
ESP,Spain,High income (H),Fiscal Year 2005,40.617,-3.388
DNK,Denmark,High income (H),Fiscal Year 2005,56.113,9.096
DEU,Germany,High income (H),Fiscal Year 2005,51.3819,9.9877
CYP,Cyprus,High income (H),Fiscal Year 2005,34.894,32.928
CYM,Cayman Islands,High income (H),Fiscal Year 2005,19.3299,-81.1715
CHI,Channel Islands,High income (H),Fiscal Year 2005,,
CHE,Switzerland,High income (H),Fiscal Year 2005,46.7794,8.0329
CAN,Canada,High income (H),Fiscal Year 2005,59.2067,-111.1937
BRN,Brunei Darussalam,High income (H),Fiscal Year 2005,4.452,114.557
BMU,Bermuda,High income (H),Fiscal Year 2005,32.3019,-64.7737
BHS,"Bahamas, The",High income (H),Fiscal Year 2005,24.7032,-78.0455
BHR,Bahrain,High income (H),Fiscal Year 2005,26.025,50.5534
BEL,Belgium,High income (H),Fiscal Year 2005,50.6745,4.4588
AUT,Austria,High income (H),Fiscal Year 2005,47.65,14.705
AUS,Australia,High income (H),Fiscal Year 2005,-24.578,133.582
ARE,United Arab Emirates,High income (H),Fiscal Year 2005,23.9299,53.9031
AND,Andorra,High income (H),Fiscal Year 2005,42.5425,1.5893
ABW,Aruba,High income (H),Fiscal Year 2005,12.5176,-69.9818
ZWE,Zimbabwe,Low income (L),Fiscal Year 2005,-19.098,30.047
ZMB,Zambia,Low income (L),Fiscal Year 2005,-15.13,25.268
YEM,"Yemen, Rep.",Low income (L),Fiscal Year 2005,15.569,47.793
VNM,Vietnam,Low income (L),Fiscal Year 2005,21.75,105.373
UZB,Uzbekistan,Low income (L),Fiscal Year 2005,41.757,63.958
UGA,Uganda,Low income (L),Fiscal Year 2005,1.9392,32.7415
TZA,Tanzania,Low income (L),Fiscal Year 2005,-5.651,34.146
TLS,Timor-Leste,Low income (L),Fiscal Year 2005,-8.856,125.556
TJK,Tajikistan,Low income (L),Fiscal Year 2005,38.367,72.597
TGO,Togo,Low income (L),Fiscal Year 2005,7.7,1.106
TCD,Chad,Low income (L),Fiscal Year 2005,15.981,18.781
STP,São Tomé and Principe,Low income (L),Fiscal Year 2005,0.216,6.595
SOM,Somalia,Low income (L),Fiscal Year 2005,2.875,43.446
SLE,Sierra Leone,Low income (L),Fiscal Year 2005,8.677,-11.779
SLB,Solomon Islands,Low income (L),Fiscal Year 2005,-9.5987,160.1487
SEN,Senegal,Low income (L),Fiscal Year 2005,15.044,-15.081
SDN,Sudan,Low income (L),Fiscal Year 2005,15.739,29.533
RWA,Rwanda,Low income (L),Fiscal Year 2005,-1.887,29.904
PRK,"Korea, Dem. Rep.",Low income (L),Fiscal Year 2005,39.767,126.389
PNG,Papua New Guinea,Low income (L),Fiscal Year 2005,-5.636,142.798
PAK,Pakistan,Low income (L),Fiscal Year 2005,28.1854,66.6429
NPL,Nepal,Low income (L),Fiscal Year 2005,28.2114,83.5608
NIC,Nicaragua,Low income (L),Fiscal Year 2005,12.692,-85.03
NGA,Nigeria,Low income (L),Fiscal Year 2005,9.3417,7.678
NER,Niger,Low income (L),Fiscal Year 2005,16.996,9.915
MWI,Malawi,Low income (L),Fiscal Year 2005,-13.2731,33.7428
MRT,Mauritania,Low income (L),Fiscal Year 2005,19.413,-10.6528
MOZ,Mozambique,Low income (L),Fiscal Year 2005,-13.852,38.042
MNG,Mongolia,Low income (L),Fiscal Year 2005,46.516,102.564
MMR,Myanmar,Low income (L),Fiscal Year 2005,21.841,96.05
MLI,Mali,Low income (L),Fiscal Year 2005,18.211,-2.209
MDG,Madagascar,Low income (L),Fiscal Year 2005,-19.615,46.645
MDA,Moldova,Low income (L),Fiscal Year 2005,47.524,28.444
LSO,Lesotho,Low income (L),Fiscal Year 2005,-29.446,28.371
LBR,Liberia,Low income (L),Fiscal Year 2005,6.51,-9.33
LAO,Lao PDR,Low income (L),Fiscal Year 2005,19.595,102.538
KHM,Cambodia,Low income (L),Fiscal Year 2005,12.69,104.444
KGZ,Kyrgyz Republic,Low income (L),Fiscal Year 2005,41.741,75.043
KEN,Kenya,Low income (L),Fiscal Year 2005,0.806,38.166
IND,India,Low income (L),Fiscal Year 2005,22.741,78.236
HTI,Haiti,Low income (L),Fiscal Year 2005,19.3175,-72.4205
GNQ,Equatorial Guinea,Low income (L),Fiscal Year 2005,1.6342,10.4695
GNB,Guinea-Bissau,Low income (L),Fiscal Year 2005,12.191,-14.475
GMB,"Gambia, The",Low income (L),Fiscal Year 2005,13.499,-14.641
GIN,Guinea,Low income (L),Fiscal Year 2005,10.599,-10.907
GHA,Ghana,Low income (L),Fiscal Year 2005,7.258,-1.062
ETH,Ethiopia,Low income (L),Fiscal Year 2005,8.435,38.786
ERI,Eritrea,Low income (L),Fiscal Year 2005,15.982,38.02
COM,Comoros,Low income (L),Fiscal Year 2005,-11.6527,43.3307
COG,"Congo, Rep.",Low income (L),Fiscal Year 2005,0.509,16.08
COD,"Congo, Dem. Rep.",Low income (L),Fiscal Year 2005,-1.418,23.607
CMR,Cameroon,Low income (L),Fiscal Year 2005,4.4,12.131
CIV,Côte d'Ivoire,Low income (L),Fiscal Year 2005,7.497,-5.336
CAF,Central African Republic,Low income (L),Fiscal Year 2005,7.043,21.424
BTN,Bhutan,Low income (L),Fiscal Year 2005,27.5342,90.3002
BGD,Bangladesh,Low income (L),Fiscal Year 2005,24.598,90.1963
BFA,Burkina Faso,Low income (L),Fiscal Year 2005,12.673,-1.226
BEN,Benin,Low income (L),Fiscal Year 2005,10.478,2.274
BDI,Burundi,Low income (L),Fiscal Year 2005,-3.333,29.749
AGO,Angola,Low income (L),Fiscal Year 2005,-12.836,17.808
AFG,Afghanistan,Low income (L),Fiscal Year 2005,34.023,65.5267
XKX,Kosovo,NA,Fiscal Year 2006,42.546,20.921
VGB,British Virgin Islands,NA,Fiscal Year 2006,18.4204,-64.64
TUV,Tuvalu,NA,Fiscal Year 2006,-7.4786,178.6758
TCA,Turks and Caicos Islands,NA,Fiscal Year 2006,21.7779,-71.7592
SXM,Sint Maarten (Dutch part),NA,Fiscal Year 2006,18.034,-63.0544
SSD,South Sudan,NA,Fiscal Year 2006,7.1,30.48
SRB,Serbia,NA,Fiscal Year 2006,44.021,20.699
NRU,Nauru,NA,Fiscal Year 2006,-0.5287,166.9315
MNE,Montenegro,NA,Fiscal Year 2006,42.857,19.096
MAF,St. Martin (French part),NA,Fiscal Year 2006,18.0848,-63.0507
GIB,Gibraltar,NA,Fiscal Year 2006,36.134,-5.3482
CUW,Curaçao,NA,Fiscal Year 2006,12.2129,-69.0407
ZAF,South Africa,Upper middle income (UM),Fiscal Year 2006,-31.7,23.441
VEN,"Venezuela, RB",Upper middle income (UM),Fiscal Year 2006,6.983,-64.588
VCT,St. Vincent and the Grenadines,Upper middle income (UM),Fiscal Year 2006,13.2528,-61.1949
URY,Uruguay,Upper middle income (UM),Fiscal Year 2006,-32.948,-56.249
TUR,Turkey,Upper middle income (UM),Fiscal Year 2006,39.144,34.188
TTO,Trinidad and Tobago,Upper middle income (UM),Fiscal Year 2006,10.4435,-61.2604
SYC,Seychelles,Upper middle income (UM),Fiscal Year 2006,-4.6841,55.4924
SVK,Slovak Republic,Upper middle income (UM),Fiscal Year 2006,48.8595,19.4434
RUS,Russian Federation,Upper middle income (UM),Fiscal Year 2006,64.736,104.062
POL,Poland,Upper middle income (UM),Fiscal Year 2006,52.442,19.72
PLW,Palau,Upper middle income (UM),Fiscal Year 2006,7.5288,134.5573
PAN,Panama,Upper middle income (UM),Fiscal Year 2006,8.348,-81.005
OMN,Oman,Upper middle income (UM),Fiscal Year 2006,19.85,56.25
MYS,Malaysia,Upper middle income (UM),Fiscal Year 2006,4.416,102.099
MUS,Mauritius,Upper middle income (UM),Fiscal Year 2006,-20.2529,57.5902
MNP,Northern Mariana Islands,Upper middle income (UM),Fiscal Year 2006,15.1905,145.7471
MEX,Mexico,Upper middle income (UM),Fiscal Year 2006,22.925,-101.68
LVA,Latvia,Upper middle income (UM),Fiscal Year 2006,57.017,25.0173
LTU,Lithuania,Upper middle income (UM),Fiscal Year 2006,55.342,24.23
LCA,St. Lucia,Upper middle income (UM),Fiscal Year 2006,13.909,-60.9776
LBY,Libya,Upper middle income (UM),Fiscal Year 2006,27.24,17.571
LBN,Lebanon,Upper middle income (UM),Fiscal Year 2006,34.161,36.021
KNA,St. Kitts and Nevis,Upper middle income (UM),Fiscal Year 2006,17.147,-62.58
HUN,Hungary,Upper middle income (UM),Fiscal Year 2006,47.174,19.618
HRV,Croatia,Upper middle income (UM),Fiscal Year 2006,45.754,16.385
GRD,Grenada,Upper middle income (UM),Fiscal Year 2006,12.111,-61.6867
GNQ,Equatorial Guinea,Upper middle income (UM),Fiscal Year 2006,1.6342,10.4695
GAB,Gabon,Upper middle income (UM),Fiscal Year 2006,-0.406,11.914
EST,Estonia,Upper middle income (UM),Fiscal Year 2006,58.777,25.977
DMA,Dominica,Upper middle income (UM),Fiscal Year 2006,15.4238,-61.3411
CZE,Czech Republic,Upper middle income (UM),Fiscal Year 2006,49.848,15.2812
CRI,Costa Rica,Upper middle income (UM),Fiscal Year 2006,10.126,-84.075
CHL,Chile,Upper middle income (UM),Fiscal Year 2006,-23.176,-69.201
BWA,Botswana,Upper middle income (UM),Fiscal Year 2006,-22.126,23.662
BRB,Barbados,Upper middle income (UM),Fiscal Year 2006,13.1898,-59.559
BLZ,Belize,Upper middle income (UM),Fiscal Year 2006,17.108,-88.744
ATG,Antigua and Barbuda,Upper middle income (UM),Fiscal Year 2006,17.625,-61.786
ASM,American Samoa,Upper middle income (UM),Fiscal Year 2006,-14.3018,-170.7511
ARG,Argentina,Upper middle income (UM),Fiscal Year 2006,-33.166,-64.31
WSM,Samoa,Lower middle income (LM),Fiscal Year 2006,-13.6221,-172.439
VUT,Vanuatu,Lower middle income (LM),Fiscal Year 2006,-15.339,166.89
UKR,Ukraine,Lower middle income (LM),Fiscal Year 2006,49.364,32.132
TUN,Tunisia,Lower middle income (LM),Fiscal Year 2006,35.594,9.421
TON,Tonga,Lower middle income (LM),Fiscal Year 2006,-21.167,-175.19
TKM,Turkmenistan,Lower middle income (LM),Fiscal Year 2006,39.584,59.597
THA,Thailand,Lower middle income (LM),Fiscal Year 2006,15.688,100.845
SYR,Syrian Arab Republic,Lower middle income (LM),Fiscal Year 2006,35.303,38.322
SWZ,Eswatini,Lower middle income (LM),Fiscal Year 2006,-26.5203,31.4607
SUR,Suriname,Lower middle income (LM),Fiscal Year 2006,4.248,-55.848
SLV,El Salvador,Lower middle income (LM),Fiscal Year 2006,13.848,-89.229
ROU,Romania,Lower middle income (LM),Fiscal Year 2006,45.933,25.119
PSE,West Bank and Gaza,Lower middle income (LM),Fiscal Year 2006,32.097,35.26
PRY,Paraguay,Lower middle income (LM),Fiscal Year 2006,-23.266,-58.409
PHL,Philippines,Lower middle income (LM),Fiscal Year 2006,17.181,121.256
PER,Peru,Lower middle income (LM),Fiscal Year 2006,-12.664,-72.98
NAM,Namibia,Lower middle income (LM),Fiscal Year 2006,-21.276,17.219
MKD,North Macedonia,Lower middle income (LM),Fiscal Year 2006,41.636,21.676
MHL,Marshall Islands,Lower middle income (LM),Fiscal Year 2006,5.961,169.651
MDV,Maldives,Lower middle income (LM),Fiscal Year 2006,4.221,73.463
MAR,Morocco,Lower middle income (LM),Fiscal Year 2006,31.129,-7.355
LKA,Sri Lanka,Lower middle income (LM),Fiscal Year 2006,7.3,80.727
KIR,Kiribati,Lower middle income (LM),Fiscal Year 2006,2.048,-158.59
KAZ,Kazakhstan,Lower middle income (LM),Fiscal Year 2006,48.866,69.772
JOR,Jordan,Lower middle income (LM),Fiscal Year 2006,30.681,36.279
JAM,Jamaica,Lower middle income (LM),Fiscal Year 2006,18.163,-77.477
IRQ,Iraq,Lower middle income (LM),Fiscal Year 2006,33.545,43.278
IRN,"Iran, Islamic Rep.",Lower middle income (LM),Fiscal Year 2006,33.408,54.0418
IDN,Indonesia,Lower middle income (LM),Fiscal Year 2006,-0.739,114.045
HND,Honduras,Lower middle income (LM),Fiscal Year 2006,14.881,-87.123
GUY,Guyana,Lower middle income (LM),Fiscal Year 2006,5.17,-58.939
GTM,Guatemala,Lower middle income (LM),Fiscal Year 2006,15.124,-90.711
GEO,Georgia,Lower middle income (LM),Fiscal Year 2006,42.05,43.576
FSM,"Micronesia, Fed. Sts.",Lower middle income (LM),Fiscal Year 2006,7.531,150.457
FJI,Fiji,Lower middle income (LM),Fiscal Year 2006,-17.7941,177.9783
EGY,"Egypt, Arab Rep.",Lower middle income (LM),Fiscal Year 2006,26.16,28.742
ECU,Ecuador,Lower middle income (LM),Fiscal Year 2006,-1.151,-78.308
DZA,Algeria,Lower middle income (LM),Fiscal Year 2006,28.6045,2.64
DOM,Dominican Republic,Lower middle income (LM),Fiscal Year 2006,19.01,-70.1685
DJI,Djibouti,Lower middle income (LM),Fiscal Year 2006,11.41,42.165
CUB,Cuba,Lower middle income (LM),Fiscal Year 2006,20.571,-76.456
CPV,Cabo Verde,Lower middle income (LM),Fiscal Year 2006,15.416,-23.36
COL,Colombia,Lower middle income (LM),Fiscal Year 2006,3.794,-73.606
CHN,China,Lower middle income (LM),Fiscal Year 2006,35.1753,99.3877
BRA,Brazil,Lower middle income (LM),Fiscal Year 2006,-11.694,-48.978
BOL,Bolivia,Lower middle income (LM),Fiscal Year 2006,-16.71,-65.183
BLR,Belarus,Lower middle income (LM),Fiscal Year 2006,53.3292,27.9492
BIH,Bosnia and Herzegovina,Lower middle income (LM),Fiscal Year 2006,44.342,17.804
BGR,Bulgaria,Lower middle income (LM),Fiscal Year 2006,42.625,24.521
AZE,Azerbaijan,Lower middle income (LM),Fiscal Year 2006,40.46,47.883
ARM,Armenia,Lower middle income (LM),Fiscal Year 2006,40.56,44.449
ALB,Albania,Lower middle income (LM),Fiscal Year 2006,40.654,20.076
AGO,Angola,Lower middle income (LM),Fiscal Year 2006,-12.836,17.808
VIR,Virgin Islands (U.S.),High income (H),Fiscal Year 2006,17.7289,-64.7592
USA,United States,High income (H),Fiscal Year 2006,40.0792,-98.8164
TWN,"Taiwan, China",High income (H),Fiscal Year 2006,23.6091,120.8353
SWE,Sweden,High income (H),Fiscal Year 2006,66.2188,19
SVN,Slovenia,High income (H),Fiscal Year 2006,46.037,14.534
SMR,San Marino,High income (H),Fiscal Year 2006,43.942,12.4611
SGP,Singapore,High income (H),Fiscal Year 2006,1.3389,103.8297
SAU,Saudi Arabia,High income (H),Fiscal Year 2006,24.191,44.32
QAT,Qatar,High income (H),Fiscal Year 2006,25.3174,51.1522
PYF,French Polynesia,High income (H),Fiscal Year 2006,-17.529,-149.53
PRT,Portugal,High income (H),Fiscal Year 2006,40.957,-7.9373
PRI,Puerto Rico,High income (H),Fiscal Year 2006,18.242,-66.643
NZL,New Zealand,High income (H),Fiscal Year 2006,-42.558,172.377
NOR,Norway,High income (H),Fiscal Year 2006,61.3701,9.3031
NLD,Netherlands,High income (H),Fiscal Year 2006,52.1704,5.0102
NCL,New Caledonia,High income (H),Fiscal Year 2006,-21.02,165.062
MLT,Malta,High income (H),Fiscal Year 2006,35.9024,14.4137
MCO,Monaco,High income (H),Fiscal Year 2006,43.7384,7.4243
MAC,"Macao SAR, China",High income (H),Fiscal Year 2006,22.1404,113.5643
LUX,Luxembourg,High income (H),Fiscal Year 2006,49.671,6.113
LIE,Liechtenstein,High income (H),Fiscal Year 2006,47.1593,9.547
KWT,Kuwait,High income (H),Fiscal Year 2006,29.3169,47.4272
KOR,"Korea, Rep.",High income (H),Fiscal Year 2006,36.338,128.16
JPN,Japan,High income (H),Fiscal Year 2006,35.962,137.855
ITA,Italy,High income (H),Fiscal Year 2006,44.3713,11.1084
ISR,Israel,High income (H),Fiscal Year 2006,30.992,34.834
ISL,Iceland,High income (H),Fiscal Year 2006,64.826,-18.417
IRL,Ireland,High income (H),Fiscal Year 2006,53.214,-7.588
IMN,Isle of Man,High income (H),Fiscal Year 2006,54.2362,-4.5149
HKG,"Hong Kong SAR, China",High income (H),Fiscal Year 2006,22.4114,114.0599
GUM,Guam,High income (H),Fiscal Year 2006,13.45,144.7579
GRL,Greenland,High income (H),Fiscal Year 2006,71,-39
GRC,Greece,High income (H),Fiscal Year 2006,39.787,21.617
GBR,United Kingdom,High income (H),Fiscal Year 2006,52.289,-1.259
FRO,Faeroe Islands,High income (H),Fiscal Year 2006,62.1252,-7.0174
FRA,France,High income (H),Fiscal Year 2006,46.656,2.543
FIN,Finland,High income (H),Fiscal Year 2006,62.716,26.192
ESP,Spain,High income (H),Fiscal Year 2006,40.617,-3.388
DNK,Denmark,High income (H),Fiscal Year 2006,56.113,9.096
DEU,Germany,High income (H),Fiscal Year 2006,51.3819,9.9877
CYP,Cyprus,High income (H),Fiscal Year 2006,34.894,32.928
CYM,Cayman Islands,High income (H),Fiscal Year 2006,19.3299,-81.1715
CHI,Channel Islands,High income (H),Fiscal Year 2006,,
CHE,Switzerland,High income (H),Fiscal Year 2006,46.7794,8.0329
CAN,Canada,High income (H),Fiscal Year 2006,59.2067,-111.1937
BRN,Brunei Darussalam,High income (H),Fiscal Year 2006,4.452,114.557
BMU,Bermuda,High income (H),Fiscal Year 2006,32.3019,-64.7737
BHS,"Bahamas, The",High income (H),Fiscal Year 2006,24.7032,-78.0455
BHR,Bahrain,High income (H),Fiscal Year 2006,26.025,50.5534
BEL,Belgium,High income (H),Fiscal Year 2006,50.6745,4.4588
AUT,Austria,High income (H),Fiscal Year 2006,47.65,14.705
AUS,Australia,High income (H),Fiscal Year 2006,-24.578,133.582
ARE,United Arab Emirates,High income (H),Fiscal Year 2006,23.9299,53.9031
AND,Andorra,High income (H),Fiscal Year 2006,42.5425,1.5893
ABW,Aruba,High income (H),Fiscal Year 2006,12.5176,-69.9818
ZWE,Zimbabwe,Low income (L),Fiscal Year 2006,-19.098,30.047
ZMB,Zambia,Low income (L),Fiscal Year 2006,-15.13,25.268
YEM,"Yemen, Rep.",Low income (L),Fiscal Year 2006,15.569,47.793
VNM,Vietnam,Low income (L),Fiscal Year 2006,21.75,105.373
UZB,Uzbekistan,Low income (L),Fiscal Year 2006,41.757,63.958
UGA,Uganda,Low income (L),Fiscal Year 2006,1.9392,32.7415
TZA,Tanzania,Low income (L),Fiscal Year 2006,-5.651,34.146
TLS,Timor-Leste,Low income (L),Fiscal Year 2006,-8.856,125.556
TJK,Tajikistan,Low income (L),Fiscal Year 2006,38.367,72.597
TGO,Togo,Low income (L),Fiscal Year 2006,7.7,1.106
TCD,Chad,Low income (L),Fiscal Year 2006,15.981,18.781
STP,São Tomé and Principe,Low income (L),Fiscal Year 2006,0.216,6.595
SOM,Somalia,Low income (L),Fiscal Year 2006,2.875,43.446
SLE,Sierra Leone,Low income (L),Fiscal Year 2006,8.677,-11.779
SLB,Solomon Islands,Low income (L),Fiscal Year 2006,-9.5987,160.1487
SEN,Senegal,Low income (L),Fiscal Year 2006,15.044,-15.081
SDN,Sudan,Low income (L),Fiscal Year 2006,15.739,29.533
RWA,Rwanda,Low income (L),Fiscal Year 2006,-1.887,29.904
PRK,"Korea, Dem. Rep.",Low income (L),Fiscal Year 2006,39.767,126.389
PNG,Papua New Guinea,Low income (L),Fiscal Year 2006,-5.636,142.798
PAK,Pakistan,Low income (L),Fiscal Year 2006,28.1854,66.6429
NPL,Nepal,Low income (L),Fiscal Year 2006,28.2114,83.5608
NIC,Nicaragua,Low income (L),Fiscal Year 2006,12.692,-85.03
NGA,Nigeria,Low income (L),Fiscal Year 2006,9.3417,7.678
NER,Niger,Low income (L),Fiscal Year 2006,16.996,9.915
MWI,Malawi,Low income (L),Fiscal Year 2006,-13.2731,33.7428
MRT,Mauritania,Low income (L),Fiscal Year 2006,19.413,-10.6528
MOZ,Mozambique,Low income (L),Fiscal Year 2006,-13.852,38.042
MNG,Mongolia,Low income (L),Fiscal Year 2006,46.516,102.564
MMR,Myanmar,Low income (L),Fiscal Year 2006,21.841,96.05
MLI,Mali,Low income (L),Fiscal Year 2006,18.211,-2.209
MDG,Madagascar,Low income (L),Fiscal Year 2006,-19.615,46.645
MDA,Moldova,Low income (L),Fiscal Year 2006,47.524,28.444
LSO,Lesotho,Low income (L),Fiscal Year 2006,-29.446,28.371
LBR,Liberia,Low income (L),Fiscal Year 2006,6.51,-9.33
LAO,Lao PDR,Low income (L),Fiscal Year 2006,19.595,102.538
KHM,Cambodia,Low income (L),Fiscal Year 2006,12.69,104.444
KGZ,Kyrgyz Republic,Low income (L),Fiscal Year 2006,41.741,75.043
KEN,Kenya,Low income (L),Fiscal Year 2006,0.806,38.166
IND,India,Low income (L),Fiscal Year 2006,22.741,78.236
HTI,Haiti,Low income (L),Fiscal Year 2006,19.3175,-72.4205
GNB,Guinea-Bissau,Low income (L),Fiscal Year 2006,12.191,-14.475
GMB,"Gambia, The",Low income (L),Fiscal Year 2006,13.499,-14.641
GIN,Guinea,Low income (L),Fiscal Year 2006,10.599,-10.907
GHA,Ghana,Low income (L),Fiscal Year 2006,7.258,-1.062
ETH,Ethiopia,Low income (L),Fiscal Year 2006,8.435,38.786
ERI,Eritrea,Low income (L),Fiscal Year 2006,15.982,38.02
COM,Comoros,Low income (L),Fiscal Year 2006,-11.6527,43.3307
COG,"Congo, Rep.",Low income (L),Fiscal Year 2006,0.509,16.08
COD,"Congo, Dem. Rep.",Low income (L),Fiscal Year 2006,-1.418,23.607
CMR,Cameroon,Low income (L),Fiscal Year 2006,4.4,12.131
CIV,Côte d'Ivoire,Low income (L),Fiscal Year 2006,7.497,-5.336
CAF,Central African Republic,Low income (L),Fiscal Year 2006,7.043,21.424
BTN,Bhutan,Low income (L),Fiscal Year 2006,27.5342,90.3002
BGD,Bangladesh,Low income (L),Fiscal Year 2006,24.598,90.1963
BFA,Burkina Faso,Low income (L),Fiscal Year 2006,12.673,-1.226
BEN,Benin,Low income (L),Fiscal Year 2006,10.478,2.274
BDI,Burundi,Low income (L),Fiscal Year 2006,-3.333,29.749
AFG,Afghanistan,Low income (L),Fiscal Year 2006,34.023,65.5267
XKX,Kosovo,NA,Fiscal Year 2007,42.546,20.921
VGB,British Virgin Islands,NA,Fiscal Year 2007,18.4204,-64.64
TUV,Tuvalu,NA,Fiscal Year 2007,-7.4786,178.6758
TCA,Turks and Caicos Islands,NA,Fiscal Year 2007,21.7779,-71.7592
SXM,Sint Maarten (Dutch part),NA,Fiscal Year 2007,18.034,-63.0544
SSD,South Sudan,NA,Fiscal Year 2007,7.1,30.48
SRB,Serbia,NA,Fiscal Year 2007,44.021,20.699
NRU,Nauru,NA,Fiscal Year 2007,-0.5287,166.9315
MNE,Montenegro,NA,Fiscal Year 2007,42.857,19.096
MAF,St. Martin (French part),NA,Fiscal Year 2007,18.0848,-63.0507
GIB,Gibraltar,NA,Fiscal Year 2007,36.134,-5.3482
CUW,Curaçao,NA,Fiscal Year 2007,12.2129,-69.0407
ZAF,South Africa,Upper middle income (UM),Fiscal Year 2007,-31.7,23.441
VEN,"Venezuela, RB",Upper middle income (UM),Fiscal Year 2007,6.983,-64.588
VCT,St. Vincent and the Grenadines,Upper middle income (UM),Fiscal Year 2007,13.2528,-61.1949
URY,Uruguay,Upper middle income (UM),Fiscal Year 2007,-32.948,-56.249
TUR,Turkey,Upper middle income (UM),Fiscal Year 2007,39.144,34.188
TTO,Trinidad and Tobago,Upper middle income (UM),Fiscal Year 2007,10.4435,-61.2604
SYC,Seychelles,Upper middle income (UM),Fiscal Year 2007,-4.6841,55.4924
SVK,Slovak Republic,Upper middle income (UM),Fiscal Year 2007,48.8595,19.4434
RUS,Russian Federation,Upper middle income (UM),Fiscal Year 2007,64.736,104.062
ROU,Romania,Upper middle income (UM),Fiscal Year 2007,45.933,25.119
POL,Poland,Upper middle income (UM),Fiscal Year 2007,52.442,19.72
PLW,Palau,Upper middle income (UM),Fiscal Year 2007,7.5288,134.5573
PAN,Panama,Upper middle income (UM),Fiscal Year 2007,8.348,-81.005
OMN,Oman,Upper middle income (UM),Fiscal Year 2007,19.85,56.25
MYS,Malaysia,Upper middle income (UM),Fiscal Year 2007,4.416,102.099
MUS,Mauritius,Upper middle income (UM),Fiscal Year 2007,-20.2529,57.5902
MNP,Northern Mariana Islands,Upper middle income (UM),Fiscal Year 2007,15.1905,145.7471
MEX,Mexico,Upper middle income (UM),Fiscal Year 2007,22.925,-101.68
LVA,Latvia,Upper middle income (UM),Fiscal Year 2007,57.017,25.0173
LTU,Lithuania,Upper middle income (UM),Fiscal Year 2007,55.342,24.23
LCA,St. Lucia,Upper middle income (UM),Fiscal Year 2007,13.909,-60.9776
LBY,Libya,Upper middle income (UM),Fiscal Year 2007,27.24,17.571
LBN,Lebanon,Upper middle income (UM),Fiscal Year 2007,34.161,36.021
KNA,St. Kitts and Nevis,Upper middle income (UM),Fiscal Year 2007,17.147,-62.58
HUN,Hungary,Upper middle income (UM),Fiscal Year 2007,47.174,19.618
HRV,Croatia,Upper middle income (UM),Fiscal Year 2007,45.754,16.385
GRD,Grenada,Upper middle income (UM),Fiscal Year 2007,12.111,-61.6867
GNQ,Equatorial Guinea,Upper middle income (UM),Fiscal Year 2007,1.6342,10.4695
GAB,Gabon,Upper middle income (UM),Fiscal Year 2007,-0.406,11.914
EST,Estonia,Upper middle income (UM),Fiscal Year 2007,58.777,25.977
DMA,Dominica,Upper middle income (UM),Fiscal Year 2007,15.4238,-61.3411
CZE,Czech Republic,Upper middle income (UM),Fiscal Year 2007,49.848,15.2812
CRI,Costa Rica,Upper middle income (UM),Fiscal Year 2007,10.126,-84.075
CHL,Chile,Upper middle income (UM),Fiscal Year 2007,-23.176,-69.201
BWA,Botswana,Upper middle income (UM),Fiscal Year 2007,-22.126,23.662
BRB,Barbados,Upper middle income (UM),Fiscal Year 2007,13.1898,-59.559
BLZ,Belize,Upper middle income (UM),Fiscal Year 2007,17.108,-88.744
ASM,American Samoa,Upper middle income (UM),Fiscal Year 2007,-14.3018,-170.7511
ARG,Argentina,Upper middle income (UM),Fiscal Year 2007,-33.166,-64.31
